cluster_detailed,p_tweets
0.0,4.918032786885246
1.0,119.2622950819672
2.0,87.29508196721312
3.1,271.9262295081967
3.2,205.8196721311475
4.0,884.6721311475409
5.0,2001.2704918032791
6.0,5963.8524590163925
